id,title,views,lyric_url,art_url
53501,Always Been (Ft. Mac Miller),None,https://genius.com/Smoke-dza-always-been-lyrics,https://images.genius.com/223ef207ebad1f82dedba85513ca74dc.1000x562x1.png
372897,"Amen (Ft. Ab-Soul, Da$H, RetcH & Vince Staples)",23642,https://genius.com/Mac-miller-amen-lyrics,https://images.genius.com/66502edeb6e8890e8ed67bbd4ed3d827.500x500x1.jpg
69631,America (Ft. Casey Veggies & Joey Bada$$),196881,https://genius.com/Mac-miller-america-lyrics,https://images.genius.com/18b93aa441589ba982c97a6f8d7e0ccf.1000x1000x1.jpg
54753,A Million Dollars,None,https://genius.com/Mac-miller-a-million-dollars-lyrics,https://images.genius.com/4186ee36b844bd7bbde71da3b370390b.500x500x1.jpg
5733766,Amnesia (Ft. Vince Staples),None,https://genius.com/Mac-miller-amnesia-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
3868435,A Moment 4 Jazz,None,https://genius.com/Larry-lovestein-and-the-velvet-revival-a-moment-4-jazz-lyrics,https://images.genius.com/76385e81d56064ae03b2a7e7bfd9987c.500x500x1.jpg
3183535,Angel,None,https://genius.com/Dylan-reynolds-angel-lyrics,https://images.genius.com/ab9199ec7a26b56cb1250a433eb991a8.1000x1000x1.jpg
426794,Angel Dust (Ft. King Ralph of Malibu),163392,https://genius.com/Mac-miller-angel-dust-lyrics,https://images.genius.com/13ce35ef8b892b61cbe71e14f5a9e8f2.1000x1000x1.jpg
6800545,Angeles,None,https://genius.com/Mac-miller-angeles-lyrics,https://images.genius.com/709b8dfb4ca4bff68e52fc5af615f1cc.320x240x1.jpg
69622,Angels (When She Shuts Her Eyes),108895,https://genius.com/Mac-miller-angels-when-she-shuts-her-eyes-lyrics,https://images.genius.com/5c20c657a063eac69a842fc529269744.375x375x1.jpg
93240,A Night In The Studio,None,https://genius.com/Mac-miller-a-night-in-the-studio-lyrics,https://images.genius.com/d258961791ab731cca5aed7ed00e8073.500x500x1.jpg
5423,Another Night,109271,https://genius.com/Mac-miller-another-night-lyrics,https://images.genius.com/ac5f75ace13dadcb2a7cb68c50d83efc.275x275x1.jpg
5451625,Anywhere But Here,None,https://genius.com/Mac-miller-anywhere-but-here-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
426825,Apparition,70609,https://genius.com/Mac-miller-apparition-lyrics,https://images.genius.com/13ce35ef8b892b61cbe71e14f5a9e8f2.1000x1000x1.jpg
441128,Aquaberry Dolphin (Ft. Mac Miller),74538,https://genius.com/Riff-raff-aquaberry-dolphin-lyrics,https://images.genius.com/40a6f7937070bc6a4d7d3eb3b4430332.480x360x1.jpg
155231,Aquarium,198342,https://genius.com/Mac-miller-aquarium-lyrics,https://images.genius.com/a3c35951e6e5812aca6c91bc1bd7dfa4.1000x1000x1.png
5554886,Are We There Yet?,None,https://genius.com/Mac-miller-are-we-there-yet-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
6169136,Armageddon,None,https://genius.com/Mac-miller-armageddon-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
72050,Around The World (Ft. Josh Everette & Mac Miller),None,https://genius.com/Boaz-around-the-world-lyrics,https://images.genius.com/214ec72047dc83544f179ad3892450d6.746x746x1.png
2305122,Ascension,228767,https://genius.com/Mac-miller-ascension-lyrics,https://images.genius.com/f2c75e5f34f94ec77aa311b7e5f73226.1000x1000x1.jpg
350929,A Song About Nothing (Remix),None,https://genius.com/North-american-connection-a-song-about-nothing-remix-lyrics,https://assets.genius.com/images/default_cover_image.png?1628177989
3762769,Atom Bomb,None,https://genius.com/Larry-fisherman-atom-bomb-lyrics,https://images.genius.com/a2abc159256b04f456c0a0e5a9bd03b7.483x483x1.jpg
696861,Auf und ab (Ft. Ballantine),None,https://genius.com/Cris-auf-und-ab-lyrics,https://images.rapgenius.com/bfa743b6f29793511bc8f59efe4715b3.960x640x1.jpg
426866,Ave Maria,109588,https://genius.com/Mac-miller-ave-maria-lyrics,https://images.genius.com/13ce35ef8b892b61cbe71e14f5a9e8f2.1000x1000x1.jpg
155224,Avian,246722,https://genius.com/Mac-miller-avian-lyrics,https://images.genius.com/a3c35951e6e5812aca6c91bc1bd7dfa4.1000x1000x1.png
153481,Avocado,16343,https://genius.com/Larry-fisherman-avocado-lyrics,https://images.genius.com/f3f982dc4febcf02be352a650ca2b1ea.375x375x1.jpg
5861683,Ayye,13697,https://genius.com/Mac-miller-ayye-lyrics,https://images.genius.com/1f25b35343a4df768486e88c2c47d866.999x999x1.png
104999,"Baby, It's Cold Outside",48134,https://genius.com/Larry-lovestein-and-ariana-grande-baby-its-cold-outside-lyrics,https://images.genius.com/e24dc01414e844cccaaec2b239a1dcd6.1000x1000x1.jpg
5861690,Back In The Day,11482,https://genius.com/Mac-miller-back-in-the-day-lyrics,https://images.genius.com/1f25b35343a4df768486e88c2c47d866.999x999x1.png
175740,Back Sellin' Crack (Ft. ScHoolboy Q),41794,https://genius.com/Vince-staples-and-larry-fisherman-back-sellin-crack-lyrics,https://images.genius.com/fc68c3a62ee50180ec55ee10a8e77b7a.620x620x1.jpg
231803,Barz for Dayz,None,https://genius.com/Mac-miller-barz-for-dayz-lyrics,https://images.genius.com/43a85b15873b56e2f5f30a3dbfcbbc8b.500x502x1.jpg
77451,BDE Bonus,54181,https://genius.com/Mac-miller-bde-bonus-lyrics,https://images.genius.com/608ff36f2148e5173905f0495ed3ed51.1000x1000x1.jpg
4759636,BDE Remix (feat. Mac Miller) (Ft. Mac Miller),None,https://genius.com/Lil-kam-bde-remix-feat-mac-miller-lyrics,https://images.genius.com/d4b134a2962aabd96d3f1aef9dc8b313.1000x1000x1.jpg
6468893,Beautiful Money (Ft. Mac Miller),None,https://genius.com/Moola-gang-beautiful-money-lyrics,https://images.genius.com/36f2eb777de122d59c44bea5b37a37bb.1000x1000x1.jpg
3305414,Beloved,None,https://genius.com/Smoke-dza-beloved-lyrics,https://images.genius.com/7b59691178ab9cc722060b323ad3131b.500x500x1.jpg
4856272,Benji The Dog (That’s Life Demo),None,https://genius.com/Mac-miller-benji-the-dog-thats-life-demo-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
5410,Best Day Ever,504571,https://genius.com/Mac-miller-best-day-ever-lyrics,https://images.genius.com/608ff36f2148e5173905f0495ed3ed51.1000x1000x1.jpg
1968085,Best Day Ever (Live),None,https://genius.com/Mac-miller-best-day-ever-live-lyrics,https://images.genius.com/db53bad96e691f9ab9aec5c0405e2fc5.375x375x1.jpg
3762775,Best For Last,None,https://genius.com/Larry-fisherman-best-for-last-lyrics,https://images.genius.com/a2abc159256b04f456c0a0e5a9bd03b7.483x483x1.jpg
97851,Best Friend (Ft. Iggy Azalea & Mac Miller),45947,https://genius.com/Bob-best-friend-lyrics,https://images.genius.com/a7271ec5938a20e5c88acfdc5fe685e3.1000x1000x1.jpg
2316290,BigBoyTV Freestyle,None,https://genius.com/Mac-miller-bigboytv-freestyle-lyrics,https://images.rapgenius.com/2c6746ae7acfe3205140bd0a613aa502.599x304x1.png
251350,Bill (Ft. BILL WAVES & Earl Sweatshirt),178083,https://genius.com/Delusional-thomas-bill-lyrics,https://images.genius.com/a95f95f6dd277de1c135aa0ea68890ca.1000x1000x1.jpg
155227,Bird Call,103500,https://genius.com/Mac-miller-bird-call-lyrics,https://images.genius.com/a3c35951e6e5812aca6c91bc1bd7dfa4.1000x1000x1.png
2010664,Bird Call (Live),None,https://genius.com/Mac-miller-bird-call-live-lyrics,https://images.genius.com/db53bad96e691f9ab9aec5c0405e2fc5.375x375x1.jpg
5479891,Bird Call - Live in London (Ft. The Internet),None,https://genius.com/Mac-miller-bird-call-live-in-london-lyrics,https://images.genius.com/fb24fda4dfc131f223adc9b0cd325f82.800x800x1.jpg
3764399,Birthday,None,https://genius.com/Larry-fisherman-birthday-lyrics,https://images.genius.com/933332e5a18ce648448abf8443e336fb.375x375x1.jpg
5353451,Bitches,None,https://genius.com/Mac-miller-bitches-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
2331729,Bitches hating (Ft. Mac Miller & Mizzie mumbles),None,https://genius.com/Dj-bigbrand1-bitches-hating-lyrics,https://assets.genius.com/images/default_cover_image.png?1628177989
5555151,Bitch I Make That Booty Go,6220,https://genius.com/Mac-miller-bitch-i-make-that-booty-go-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
86846,Black Acura (Ft. Mac Miller & Raven Sorvino),13479,https://genius.com/Pac-div-black-acura-lyrics,https://images.genius.com/b0ac15de5f1bb2b86cc88ed4b39d5c35.1000x1000x1.png
6278092,Black Balloons Reprise (Mac Miller Version) (Ft. Denzel Curry & Mac Miller),None,https://genius.com/Flying-lotus-black-balloons-reprise-mac-miller-version-lyrics,https://images.genius.com/91cb174969e238bc4ececd376cdb7ed4.787x787x1.jpg
304776,Black Bush,26732,https://genius.com/Mac-miller-black-bush-lyrics,https://images.genius.com/c65ca8421e6ce5b3eae32f187b3e72bc.1000x1000x1.jpg
3232279,Blankin' Out (Ft. Mac Miller),None,https://genius.com/Rapsody-blankin-out-lyrics,https://images.genius.com/d295d90b4065218bb75b8348cb2de815.1000x1000x1.jpg
513707,Blog Is Hot,None,https://genius.com/Mac-miller-blog-is-hot-lyrics,https://images.genius.com/82a42da42a801608cc89edbc3440a94f.600x600x1.jpg
5334593,Bloody Mary,None,https://genius.com/Mac-miller-bloody-mary-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
5510295,Blow,None,https://genius.com/Mac-miller-blow-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
56397,Blue Slide Park,77584,https://genius.com/Mac-miller-blue-slide-park-lyrics,https://images.genius.com/ba27ef89ffbd7d19b230de5cd3832d50.1000x1000x1.jpg
5162486,Blue World,324356,https://genius.com/Mac-miller-blue-world-lyrics,https://images.genius.com/f5528ff2f79b8c9aaf79f41beaea2379.1000x1000x1.jpg
51247,Blunt of my Mind,None,https://genius.com/Mac-miller-blunt-of-my-mind-lyrics,https://images.genius.com/ce681eaf1018e33064dae3942a7591da.500x500x1.jpg
151228,Boat Races (Ft. Boldy James & Freddie Gibbs),None,https://genius.com/Larry-fisherman-boat-races-lyrics,https://images.genius.com/52d3a85cec6e9d56b793222f3de05a94.500x500x1.jpg
5636386,Bob’s Dementia (Ft. Hodgy),None,https://genius.com/Mac-miller-bobs-dementia-lyrics,https://images.genius.com/92e550cfa3cf4764dd196491e6a6c151.1000x1000x1.jpg
1780193,Boo! (Interlude),10934,https://genius.com/Mac-miller-boo-interlude-lyrics,https://images.rapgenius.com/47fdea4dd780d547cafcb266fcf82346.300x300x1.png
59680,Boom Bap Rap (Ft. The Come Up),None,https://genius.com/Mac-miller-boom-bap-rap-lyrics,https://images.genius.com/781a2ead216a063ed9bf5ff4df530fd8.275x275x1.jpg
591005,Born on Halloween (Ft. Ghosty),None,https://genius.com/Mac-miller-born-on-halloween-lyrics,https://images.genius.com/6567f10f23fbb9eceb7ca9d4573d9300.1000x1000x1.jpg
86987,Bouncing Like (Whoa) (Ft. Mac Miller),None,https://genius.com/Travis-porter-bouncing-like-whoa-lyrics,https://images.genius.com/5dba37609154a4604deb7c6bddfcc86c.220x220x1.png
75353,"Boyfriend (Remix) (Ft. 2 Chainz, Asher Roth & Mac Miller)",150093,https://genius.com/Justin-bieber-boyfriend-remix-lyrics,https://images.genius.com/19c186de97b46f6372475811630c39bf.1000x1000x1.jpg
2305106,Brand Name,239087,https://genius.com/Mac-miller-brand-name-lyrics,https://images.genius.com/f2c75e5f34f94ec77aa311b7e5f73226.1000x1000x1.jpg
4734768,Brand Name,None,https://genius.com/Rayland-baxter-brand-name-lyrics,https://images.genius.com/04f8b8ea122c4d91935435dcb1dadec4.1000x1000x1.jpg
2283787,Break the Law,156271,https://genius.com/Mac-miller-break-the-law-lyrics,https://images.genius.com/f2c75e5f34f94ec77aa311b7e5f73226.1000x1000x1.jpg
6541538,Bring It On (Ft. BILL WAVES),None,https://genius.com/The-ill-spoken-bring-it-on-lyrics,https://images.genius.com/fa69038f2466c83992e831be293c6b5a.500x500x1.jpg
246425,Bruce Wayne,None,https://genius.com/Mac-miller-bruce-wayne-lyrics,https://images.genius.com/6fdd82bef1bb980ec41bfc4de3a134c9.500x500x1.jpg
6470811,Build It Up,None,https://genius.com/Mac-miller-build-it-up-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
5758413,Bump Demon,None,https://genius.com/Mac-miller-bump-demon-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
6517858,Butter,None,https://genius.com/Mac-miller-butter-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
4940591,Butterflies (Ft. Kilo Kish),7330,https://genius.com/Mac-miller-butterflies-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
3752057,Buttons,86259,https://genius.com/Mac-miller-buttons-lyrics,https://images.genius.com/097fa5d55e0682df32b95f1ed554d773.1000x1000x1.png
2430022,C4 (Ft. Mac Miller),5071,https://genius.com/Sap-c4-lyrics,https://images.rapgenius.com/fd45919ce88d0092134c11c8f9aa4f97.640x640x1.jpg
5025851,Cablebox,None,https://genius.com/Mac-miller-cablebox-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
5142137,Cactus Face,None,https://genius.com/Mac-miller-cactus-face-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
4892190,Cali Chops (Ft. Mac Miller),None,https://genius.com/Tkiii-and-derrek-travis-cali-chops-lyrics,https://images.genius.com/9fdbdc13a3cb2acf8496229632a3d672.600x840x1.jpg
362895,"California Highway (Ft. Billy Wes, Mac Miller & YG)",None,https://genius.com/Juicy-j-california-highway-lyrics,https://images.genius.com/9fd1805cf7829d047a5f0ea5ca4bc999.600x600x1.jpg
5703654,Came Alone,None,https://genius.com/Mac-miller-came-alone-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
2414523,"Cameras (Ft. FKi 1st, Lil Uzi Vert, Mac Miller & Post Malone)",112235,https://genius.com/Dj-drama-cameras-lyrics,https://images.genius.com/46614aee90161d10949c70c67ee9a36d.1000x1000x1.jpg
232945,Came Thru/Easily (Ft. Ab-Soul & Mac Miller),38249,https://genius.com/Chuck-inglish-came-thru-easily-lyrics,https://images.genius.com/a7d8df8ef02cc86dbd6c56eccd5159ea.608x608x1.jpg
405220,Camp Fire (Ft. Ab-Soul & Mac Miller),5897,https://genius.com/Bill-waves-camp-fire-lyrics,https://images.genius.com/1646ed9862af1f14c7450809d5cb0fd6.500x500x1.jpg
87073,Can I Live (Ft. Mac Miller),25934,https://genius.com/Casey-veggies-can-i-live-lyrics,https://images.genius.com/aaf0da7a07e05d17ff3c822d7769bd09.500x500x1.jpg
6624207,Can't Go Wrong,None,https://genius.com/The-ill-spoken-cant-go-wrong-lyrics,https://images.genius.com/0430de280e5dd7b241e2ed5ad5b44666.503x503x1.jpg
6033409,Cartel Gathering (Ft. Beedie & Jimmie Hoffa),None,https://genius.com/Mac-miller-cartel-gathering-lyrics,https://images.genius.com/6567f10f23fbb9eceb7ca9d4573d9300.1000x1000x1.jpg
72953,Castle Made Of Sand,None,https://genius.com/Mac-miller-castle-made-of-sand-lyrics,https://images.genius.com/4186ee36b844bd7bbde71da3b370390b.500x500x1.jpg
5980176,Cat and Mouse,None,https://genius.com/Mac-miller-cat-and-mouse-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
5630765,Cats,None,https://genius.com/Mac-miller-cats-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
198713,Chapter (Ft. Dylan Reynolds & Mac Miller),None,https://genius.com/Vinny-radio-chapter-lyrics,https://images.genius.com/0791b3c2a651a0f17bf53c339f44d195.500x500x1.jpg
5812172,Checklist (Onaroll Demo),None,https://genius.com/Mac-miller-checklist-onaroll-demo-lyrics,https://images.genius.com/4bfaf754d312b8adede9b8de27b76254.1000x1000x1.png
6563448,Check the Rhyme,None,https://genius.com/Mac-miller-check-the-rhyme-lyrics,https://images.genius.com/930d6df2cd166ac2c5e0fb7f6f1d1be6.600x600x1.jpg
62066,Child Celebrity,None,https://genius.com/Mac-miller-child-celebrity-lyrics,https://images.genius.com/366878b883f76791456cd61fd70a9b6c.275x275x1.jpg
6547967,"Child's Play Freestyle (Ft. Johnny ""Ghostwriter"" Harris)",None,https://genius.com/The-ill-spoken-childs-play-freestyle-lyrics,https://images.genius.com/fa69038f2466c83992e831be293c6b5a.500x500x1.jpg
5275819,Chilla ner broshkey (Ft. 2 i Styrka & Dirty Dust),None,https://genius.com/Metafour-chilla-ner-broshkey-lyrics,https://images.genius.com/fb4597badc069f8212f600f537b46679.568x568x1.jpg
156029,Chillin (Ft. Mac Miller),None,https://genius.com/Troy-ave-chillin-lyrics,https://images.genius.com/d5d957e67f0fef513befae949faa3cc9.1000x1000x1.jpg
2858791,Cinderella (Ft. Ty Dolla $ign),756670,https://genius.com/Mac-miller-cinderella-lyrics,https://images.genius.com/90ac108ffd303212d5c183737c4cc1c0.1000x1000x1.jpg
4734769,Cinderella,None,https://genius.com/Rayland-baxter-cinderella-lyrics,https://images.genius.com/04f8b8ea122c4d91935435dcb1dadec4.1000x1000x1.jpg
4844376,Circles,461033,https://genius.com/Mac-miller-circles-lyrics,https://images.genius.com/f5528ff2f79b8c9aaf79f41beaea2379.1000x1000x1.jpg
69212,Clarity,175979,https://genius.com/Mac-miller-clarity-lyrics,https://images.genius.com/18b93aa441589ba982c97a6f8d7e0ccf.1000x1000x1.jpg
4423297,Class Acts (Ft. Mac Miller),None,https://genius.com/Colicchie-class-acts-lyrics,https://images.genius.com/36e1f2153f0fc788feb97985b7e54d13.500x500x1.jpg
52748,Class President,9711,https://genius.com/Mac-miller-class-president-lyrics,https://images.genius.com/4186ee36b844bd7bbde71da3b370390b.500x500x1.jpg
155232,Claymation (Ft. Vinny Radio),66603,https://genius.com/Mac-miller-claymation-lyrics,https://images.genius.com/a3c35951e6e5812aca6c91bc1bd7dfa4.1000x1000x1.png
2296501,Clubhouse,106060,https://genius.com/Mac-miller-clubhouse-lyrics,https://images.genius.com/f2c75e5f34f94ec77aa311b7e5f73226.1000x1000x1.jpg
5579344,Coffee Shop Freestyle,None,https://genius.com/Mac-miller-coffee-shop-freestyle-lyrics,https://images.genius.com/2c8f8efa93f82b34eaade36589323ced.1000x1000x1.png
71692,Cold (Ft. Curren$y),7134,https://genius.com/Mac-miller-cold-lyrics,https://images.genius.com/904f5ed20e5f3bbf5391f178c55c3d01.700x700x1.jpg
54805,Cold Feet,19311,https://genius.com/Mac-miller-cold-feet-lyrics,https://images.genius.com/781a2ead216a063ed9bf5ff4df530fd8.275x275x1.jpg
3203305,"Cold Summer (Ft. Kendrick Lamar, Kevin Gates, Mac Miller & Rell)",9425,https://genius.com/Dj-kay-slay-cold-summer-lyrics,https://images.genius.com/beed6fdc46d622d60c115f5f9aa0efb1.630x630x1.jpg
426867,Colors and Shapes,154576,https://genius.com/Mac-miller-colors-and-shapes-lyrics,https://images.genius.com/13ce35ef8b892b61cbe71e14f5a9e8f2.1000x1000x1.jpg
5397446,Colors and Shapes (Demo),None,https://genius.com/Mac-miller-colors-and-shapes-demo-lyrics,https://images.genius.com/92e550cfa3cf4764dd196491e6a6c151.1000x1000x1.jpg
432437,Come Around (Ft. Beedie),None,https://genius.com/Mac-miller-come-around-lyrics,https://images.genius.com/43a85b15873b56e2f5f30a3dbfcbbc8b.500x502x1.jpg
3835462,Come Back to Earth,571017,https://genius.com/Mac-miller-come-back-to-earth-lyrics,https://images.genius.com/0327e4a856f14b2430e6e1a9333b1f1f.1000x1000x1.jpg
4719676,Come Back To Earth,None,https://genius.com/Rayland-baxter-come-back-to-earth-lyrics,https://images.genius.com/04f8b8ea122c4d91935435dcb1dadec4.1000x1000x1.jpg
4699753,Come Back To Earth (Euan Cover),None,https://genius.com/Violet-electric-come-back-to-earth-euan-cover-lyrics,https://images.genius.com/6d6d9cdcc4b68b2dce53bec077b9caac.500x500x1.jpg
6391141,Come on Baby (Ft. Mac Miller),None,https://genius.com/Killa-kyleon-come-on-baby-lyrics,https://images.genius.com/a7e7d4aa13d8f64e7172eef798debe77.749x749x1.jpg
2444801,Coming Back (Ft. Mac Miller),36305,https://genius.com/Domo-genesis-coming-back-lyrics,https://images.genius.com/896985c19d906079417b2c328512d56b.600x600x1.jpg
4242175,Comin Soon' (Ft. John Record),None,https://genius.com/Mac-miller-comin-soon-lyrics,https://images.genius.com/d258961791ab731cca5aed7ed00e8073.500x500x1.jpg
3744576,Completely Transparent (Ft. Mac Miller),20530,https://genius.com/Tay-walker-completely-transparent-lyrics,https://images.genius.com/571e05a8fe6c0244e08851da42f84a5d.1000x1000x1.jpg
5162485,Complicated,217019,https://genius.com/Mac-miller-complicated-lyrics,https://images.genius.com/f5528ff2f79b8c9aaf79f41beaea2379.1000x1000x1.jpg
117377,Confessions of a Cash Register (Ft. Prodigy of Mobb Deep),16759,https://genius.com/Mac-miller-confessions-of-a-cash-register-lyrics,https://images.genius.com/53e4e87c6f847576cfd74cb587b2a434.500x500x1.jpg
2843734,Congratulations (Ft. Bilal),305952,https://genius.com/Mac-miller-congratulations-lyrics,https://images.genius.com/90ac108ffd303212d5c183737c4cc1c0.1000x1000x1.jpg
3835472,"Conversation, Pt. 1",142493,https://genius.com/Mac-miller-conversation-pt-1-lyrics,https://images.genius.com/0327e4a856f14b2430e6e1a9333b1f1f.1000x1000x1.jpg
6076740,Coolin',None,https://genius.com/Mac-miller-coolin-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
3767273,Copil,None,https://genius.com/Nane-copil-lyrics,https://images.genius.com/cc9092ece355ec2c00a7fc6097bbb52f.500x500x1.jpg
197259,CPR,13799,https://genius.com/Mac-miller-and-dj-jazzy-jeff-cpr-lyrics,https://images.genius.com/52d3a85cec6e9d56b793222f3de05a94.500x500x1.jpg
2343663,Creatures of the Night (Ft. Delusional Thomas & Mac Miller),13940,https://genius.com/Njomza-creatures-of-the-night-lyrics,https://images.genius.com/c45be13bc22d84f4ea0f6f5af6398b17.500x500x1.jpg
5225156,Crickets,26594,https://genius.com/Mac-miller-crickets-lyrics,https://images.genius.com/1b5527bfa12acbee024077c12885086e.999x999x1.png
